self_1,s1,self_2,s2,self_3,s3,self_4,s4,self_5,s5,self_6,s6,self_7,s7,self_8,s8,self_9,s9,self_10,s10
I am a woman.,C,I am an artist.,C,I am a parent.,R,I am an athlete.,C,I am an entrepreneur.,C,I am a student.,C,I am a teacher.,C,I am biologist.,C,I am a musician.,C,I am a writer.,C
I am a parent.,R,I am an accountant.,C,I am a college student.,C,I am a member of a certain faith community.,C,I am a writer.,C,I am an entrepreneur.,C,I am a musician.,C,I am an athlete.,C,I am a small business owner.,C,I am a teacher.,C
I am a son/daughter.,R,I am a brother/sister.,R,I am a lover.,C,I am a parent.,R,I am an athlete.,C,I am a musician.,C,I am a student.,C,I am an employee.,C,I am a gold-star customer.,C,I am an advocate.,C
I am an average person.,C,I am a student.,C,I am a family member.,R,I am a professional.,C,I am a member of my community.,C,I am an athlete.,C,I am a world traveller.,C,I am a hobbyist.,C,I am a volunteer.,C,I am a culture enthusiast.,C
I am compassionate.,C,I am friendly.,C,I am organized.,C,I am sensible.,C,I am diligent.,C,I am creative.,C,I am a good listener.,C,I am a good problem solver.,C,I am courteous.,C,I am a hard worker.,C
I am a Christian,C,I am a son,R,I am an engineer,C,I am a brother,R,I am a Democrat,C,I am a pet-owner,C,I am a literature lover,C,I am a Microsoft Office user,C,I am an ornithologist,C,I am an artist,C
I am a woman.,C,I am the oldest child in my family.,R,I am a college graduate.,C,I am a vegetarian.,C,I am a Gemini.,C,I am an introvert.,C,I am a progressive.,C,I am a Christian.,C,I am a fan of classic rock.,C,I am from the state of Georgia.,C
I am a student.,C,I am an artist.,C,I am a musician.,C,I am a parent.,R,I am a military veteran.,C,I am an ethnic or national minority.,C,I am a business owner.,C,I am an athlete.,C,I am LGBT+.,C,I am a religious believer.,C
I am a man.,C,I am a woman.,C,I am a father.,R,I am a mother.,R,I am a brother.,R,I am a sister.,R,I am an artist.,C,I am a scientist.,C,I am a teacher.,C,I am an athlete.,C
I am a woman.,C,I am right-handed.,C,I am an aunt.,C,I am a Christian.,C,I am a teacher.,C,I am Hispanic.,C,I am an advocate for social justice.,C,I am an entrepreneur.,C,I am a musician.,C,I am an athlete.,C
I am a Christian.,C,I am an artist.,C,I am a father.,R,I am a son.,R,I am a college student.,C,I am an American.,C,I am a runner.,C,I am a vegetarian.,C,I am a teacher.,C,I am a musician.,C
I am an American,C,I am a Christian,C,I am a basketball fan,C,I am a middle-aged man,C,I am a mother of two,R,I am a student,C,I am a writer,C,I am a Democrat,C,I am an entrepreneur,C,I am a gamer,C
I am a female,C,I am a Christian,C,I am a teacher,C,I am a mother,R,I am an athlete,C,I am a student,C,I am a musician,C,I am a mechanic,C,I am a writer,C,I am an artist,C
I am a man,C,I am a woman,C,I am a mother,R,I am a father,R,I am single,C,I am married,C,I am straight,C,I am gay,C,I am conservative,C,I am liberal,C
I am a female.,C,I am a college student.,C,I am a Christian.,C,I am a dog-lover,C,I am an amateur photographer.,C,I am a runner.,C,I am a volunteer.,C,I am an environmentalist.,C,I am a nature enthusiast.,C,I am an artist.,C
I am a brother.,R,I am an artist.,C,I am an aunt.,C,I am a friend.,R,I am a student.,C,I am a volunteer.,C,I am a teacher.,C,I am a colleague.,R,I am a future entrepreneur.,C,I am a global citizen.,C
I am a human being.,C,I am a woman/man.,C,I am a parent or a son/daughter.,R,I am a neighbor.,R,I am a resident of a particular city/town/state.,C,I am a student.,C,I am a professional/occupied in a certain field.,C,I am a veteran.,C,I am a member of a certain community or organization.,C,I am a believer in a certain faith/religion.,C
I am a son/daughter,R,I am a friend,R,I am a partner,R,I am a student,C,I am a worker,C,I am a leader,C,I am a sister/brother,R,I am a parent,R,I am a volunteer,C,I am a mentor,C
I am an individual.,C,I am a student.,C,I am a parent.,R,I am a professional.,C,I am a sibling.,R,I am a friend.,R,I am a colleague.,R,I am a voter.,C,I am a neighbor.,R,I am an activist.,C
I am a person in my 20s,C,I am a Christian,C,I am an avid reader,C,I am a feminist,C,I am an outdoor enthusiast,C,I am a student,C,I am a parent,R,I am an artist,C,I am a volunteer,C,I am a vegetarian,C
I am a woman.,C,I am a man.,C,I am a parent.,R,I am Christian.,C,I am Jewish.,C,I am a city dweller.,C,I am a worker.,C,I am an artist.,C,I am a friend.,R,I am a student.,C
I am a daughter/son.,R,I am a friend.,R,I am a student.,C,I am a teacher.,C,I am a colleague.,R,I am a Christian.,C,I am a vegan.,C,I am a musician.,C,I am an athlete.,C,I am an artist.,C
I am a student,C,I am an adult,C,I am a Christian,C,I am a Democrat,C,I am a New Yorker,C,I am an Asian,C,I am an athlete,C,I am a musician,C,I am an artist,C,I am a mom,R
I am a family member.,R,I am a friend.,R,I am an employee.,C,I am a student.,C,I am a homeowner.,C,I am a community member.,C,I am a church member.,C,I am a volunteer.,C,I am an activist.,C,I am a traveler.,C
I am an individual.,C,I am a female.,C,I am an American.,C,I am a leader.,C,I am a Christian.,C,I am an artist.,C,I am a parent.,R,I am a student.,C,I am hard-working.,C,I am a friend.,R
I am a father.,R,I am an artist.,C,I am a runner.,C,I am a student.,C,I am a musician.,C,I am an entrepreneur.,C,I am a philanthropist.,C,I am a social activist.,C,I am a follower of a spiritual practice.,C,I am a writer.,C
I am a citizen of the U.S.,C,I am a Christian.,C,I am a Latino.,C,I am an artist.,C,I am a parent.,R,I am a college student.,C,I am a homeowner.,C,I am a veteran.,C,I am a runner.,C,I am a dog lover.,C
I am a male.,C,I am a female.,C,I am a parent.,R,I am a friend.,R,I am a Christian.,C,I am a Democrat.,C,I am a student.,C,I am an employee.,C,I am an entrepreneur.,C,I am an artist.,C
I am a student.,C,I am a Christian.,C,I am a businessperson.,C,I am a musician.,C,I am an artist.,C,I am a friend.,R,I am a son/daughter.,R,I am a sibling.,R,I am a partner.,R,I am a teacher.,C
I am a son.,R,I am a daughter.,R,I am a father.,R,I am a mother.,R,I am a brother.,R,I am a sister.,R,I am an employee.,C,I am an employer.,C,I am a student.,C,I am an adult.,C
I am my name.,C,I am a student.,C,I am a parent.,R,I am a citizen of my country.,C,I am a friend.,R,I am a religious follower.,C,I am from a certain city.,C,I am a member of a certain club.,C,I am a member of a certain organization.,C,I am a worker in a certain field.,C
I am a parent,R,I am a runner,C,I am a student,C,I am a volunteer,C,I am a Catholic,C,I am a gamer,C,I am an entrepreneur,C,I am a friend,R,I am an artist,C,I am a writer,C
I am a daughter/son.,R,I am a student.,C,I am a professional.,C,I am an athlete.,C,I am a musician.,C,I am a volunteer.,C,I am a reader.,C,I am a writer.,C,I am an artist.,C,I am an activist.,C
I am a Christian.,C,I am a daughter.,R,I am an athlete.,C,I am a student.,C,I am a musician.,C,I am a professional.,C,I am a mother.,R,I am an artist.,C,I am a writer.,C,I am a friend.,R
I am a male.,C,I am an American.,C,I am Christian.,C,I am married.,C,I am a homeowner.,C,I am a college graduate.,C,I am a professional in the field of Information Technology.,C,I am an avid sports fan.,C,I am someone who frequently volunteers in my community.,C,I am a father of two children.,R
I am a Christian.,C,I am an extrovert.,C,I am a Democrat.,C,I am a single parent.,C,I am a college student.,C,I am disabled.,C,I am a business owner.,C,I am a teacher.,C,I am from the Midwest.,C,I am an artist.,C
I am a woman,C,I am a mother,R,I am a wife,R,I am a friend,R,I am a Christian,C,I am from the Midwest,C,I am an employee,C,I am a relative,R,I am a volunteer,C,I am a self-made person,C
I am a father.,R,I am a mother.,R,I am a brother.,R,I am a sister.,R,I am an artist.,C,I am a teacher.,C,I am a student.,C,I am a friend.,R,I am a grandparent.,R,I am a neighbor.,R
I am a male.,C,I am Christian.,C,I am an American.,C,I am a son.,R,I am a university student.,C,I am Caucasian.,C,I am a citizen of the United States.,C,I am a registered Democrat voter.,C,I am an engineer.,C,I am a movie enthusiast.,C
I am a son.,R,I am an artist.,C,I am an advocate.,C,I am a vegetarian.,C,I am a runner.,C,I am a student.,C,I am a volunteer.,C,I am an activist.,C,I am an entrepreneur.,C,I am a musician.,C
I am an artist.,C,I am a family member.,R,I am a student.,C,I am a professional.,C,I am a leader.,C,I am a teacher.,C,I am a fan.,C,I am a friend.,R,I am a mentor.,C,I am an activist.,C
I am a man.,C,I am a woman.,C,I am transgender.,C,I am bisexual.,C,I am Caucasian.,C,I am a student.,C,I am a teacher.,C,I am a parent.,R,I am an artist.,C,I am an athlete.,C
I am a father,R,I am a daughter,R,I am an artist,C,I am an entrepreneur,C,I am a student,C,I am a friend,R,I am a runner,C,I am a bookworm,C,I am a vegan,C,I am a rock climber,C
I am a gender.,C,I am a nationality.,C,I am an age.,C,I am a personality type.,C,I am a religion.,C,I am a political affiliation.,C,I am an occupation.,C,I am a location.,C,I am a sexuality.,C,I am a hobby or interest.,C
I am a son.,R,I am a brother.,R,I am a daughter.,R,I am an aunt.,C,I am a student.,C,I am a neighbor.,R,I am an employee.,C,I am a friend.,R,I am a teacher.,C,I am a supporter.,C
I am a Christian.,C,I am a musician.,C,I am a volunteer.,C,I am a fitness enthusiast.,C,I am a dog lover.,C,I am a teacher.,C,I am a traveler.,C,I am a soccer fan.,C,I am a reader.,C,I am a foodie.,C
I am a student.,C,I am a teacher.,C,I am an employee.,C,I am an artist.,C,I am a writer.,C,I am a dancer.,C,I am a musician.,C,I am a sportsman.,C,I am an entrepreneur.,C,I am a scientist.,C
I am a musician.,C,I am a teacher.,C,I am a scientist.,C,I am a student.,C,I am a parent.,R,I am an artist.,C,I am a cook.,C,I am an engineer.,C,I am a businessperson.,C,I am a writer.,C
I am a Christian.,C,I am a woman.,C,I am a daughter.,R,I am a graduate student.,C,I am an artist.,C,I am a foodie.,C,I am a runner.,C,I am a liberal.,C,I am a yoga enthusiast.,C,I am an animal lover.,C
I am a mother.,R,I am a teacher.,C,I am an athlete.,C,I am a Christian.,C,I am an artist.,C,I am a writer.,C,I am a student.,C,I am a businessperson.,C,I am a gamer.,C,I am a musician.,C
I am a female.,C,I am an American.,C,I am a student.,C,I am a mom.,R,I am an artist.,C,I am an entrepreneur.,C,I am a Christian.,C,I am an athlete.,C,I am a scientist.,C,I am a music lover.,C
I am an individual.,C,I am a man or woman.,C,I am a student.,C,I am a son or daughter.,R,I am a worker.,C,I am a friend or family member.,R,I am a member of my faith community.,C,I am an American or a citizen of a particular country.,C,"I am a member of a particular race, ethnicity, or social group.",C,I am a member of a particular political party.,C
I am a Christian.,C,I am a college student.,C,I am a mother.,R,I am a owner of a business.,C,I am an American.,C,I am an artist.,C,I am a runner.,C,I am a Democratic voter.,C,I am a scientist.,C,I am an engineer.,C
I am a parent.,R,I am an artist.,C,I am a teacher.,C,I am a student.,C,I am a musician.,C,I am a mentor.,C,I am an athlete.,C,I am a humanitarian.,C,I am an entrepreneur.,C,I am a philosopher.,C
I am a student.,C,I am an adult.,C,I am a woman.,C,I am a man.,C,I am a parent.,R,I am an employee.,C,I am a friend.,R,I am a neighbor.,R,I am a Christian.,C,I am a citizen.,C
I am a male/female.,C,I am a parent.,R,I am a professional.,C,I am a friend.,R,I am a student.,C,I am a teacher.,C,I am a runner.,C,I am a musician.,C,I am an artist.,C,I am an activist.,C
I am an individual.,C,I am male/female/nonbinary/other.,C,I am a son/daughter/parent/friend.,R,I am a student/professional.,C,I am a person of faith.,C,I am a practitioner of a particular art/sport/hobby.,C,I am a citizen of a certain country/state.,C,I am a resident of a certain city/town/area.,C,I am an advocate for a certain cause/ideology.,C,I am a member of a specific community/group/organization.,C
I am a son.,R,I am a daughter.,R,I am an artist.,C,I am a student.,C,I am a writer.,C,I am a scientist.,C,I am a gamer.,C,I am a volunteer.,C,I am a coach.,C,I am a businessperson.,C
I am a person,C,I am a son/daughter,R,I am a friend,R,I am a student,C,I am a volunteer,C,I am an employee,C,I am a believer,C,I am an American,C,I am a lover,C,I am a dreamer,C
I am male,C,I am a student,C,I am an artist,C,I am a teacher,C,I am a musician,C,I am a programmer,C,I am a writer,C,I am a parent,R,I am an entrepreneur,C,I am an athlete,C
I am a son/daughter.,R,I am a student.,C,I am a sibling.,R,I am an artist.,C,I am a musician.,C,I am a cook.,C,I am a teacher.,C,I am a neighbor.,R,I am a father/mother.,R,I am an athlete.,C
I am a father.,R,I am an activist.,C,I am a student.,C,I am an athlete.,C,I am an entrepreneur.,C,I am a leader.,C,I am a volunteer.,C,I am a musician.,C,I am an artist.,C,I am a writer.,C
I am a mother.,R,I am an African American.,C,I am a college student.,C,I am an artist.,C,I am an adventurer.,C,I am a poet.,C,I am a Christian.,C,I am a baseball fan.,C,I am a human rights activist.,C,I am a fashionista.,C
I am a father/mother.,R,I am an artist.,C,I am a doctor/nurse.,C,I am an entrepreneur.,C,I am a teacher.,C,I am a college student.,C,I am a programmer/engineer.,C,I am a stay-at-home parent.,C,I am a chef.,C,I am a librarian.,C
I am a son/daughter.,R,I am a student.,C,I am a co-worker.,C,I am a pet owner.,C,I am a churchgoer.,C,I am an athlete.,C,I am a hobbyist.,C,I am an activist,C,I am a friend.,R,I am a musician.,C
I am a son/daughter.,R,I am a brother/sister.,R,I am a cousin.,R,I am an aunt/uncle.,R,I am a friend.,R,I am a student.,C,I am a teacher.,C,I am a professional.,C,I am a Christian/Jewish/Muslim/Hindu/Buddhist/etc.,C,I am a citizen of a specific country.,C
I am a singer.,C,I am a checkered enthusiast.,C,I am an artist.,C,I am a career professional.,C,I am an activist.,C,I am a humanitarian.,C,I am a fan of classic novels.,C,I am a religious believer.,C,I am a hobbyist.,C,I am an athlete.,C
I am a student.,C,I am a teacher.,C,I am a doctor.,C,I am an artist.,C,I am an athlete.,C,I am a writer.,C,I am an engineer.,C,I am a lawyer.,C,I am a musician.,C,I am a entrepreneur.,C
I am a college student.,C,I am a Christian.,C,I am an employee.,C,I am a pet owner.,C,I am a musician.,C,I am a husband/wife.,R,I am a parent.,R,I am a veteran.,C,I am a coach.,C,I am a volunteer.,C
I am a daughter/son.,R,I am a student.,C,I am an employee/employer.,C,I am a vegan.,C,I am a Christian/Muslim/Jewish/Hindu/Buddhist.,C,I am an activist.,C,I am a feminist.,C,I am a traveler.,C,I am an artist.,C,I am a parent.,R
I am a man,C,I am a woman,C,I am an artist,C,I am a student,C,I am a teacher,C,I am a child,R,I am an adult,C,I am a classmate,C,I am a colleague,R,I am a friend,R
I am a female.,C,I am a young adult.,C,I am an introvert.,C,I am a Christian.,C,I am a left-handed person.,C,I am a college student.,C,I am an artist.,C,I am a dog-lover.,C,I am an X-Box player.,C,I am an amateur chef.,C
I am a woman/man.,C,I am a son/daughter.,R,I am a friend.,R,I am a student.,C,I am a Christian/Jew/Muslim/Atheist.,C,I am a resident of _____ City.,C,I am a teacher.,C,I am an amateur photographer.,C,I am a vegetarian/vegan/pescatarian.,C,I am a worker/businessman/businesswoman.,C
I am a musician.,C,I am an artist.,C,I am a computer programmer.,C,I am a teacher.,C,I am a mother.,R,I am a father.,R,I am a yogi.,C,I am a writer.,C,I am a traveler.,C,I am a sports enthusiast.,C
I am a student.,C,I am artist.,C,I am a daughter.,R,I am a sister.,R,I am an athlete.,C,I am a teacher.,C,I am a wife.,R,I am an employee.,C,I am a friend.,R,I am an entrepreneur.,C
I am a woman.,C,I am a daughter.,R,I am a student.,C,I am a friend.,R,I am an employee.,C,I am a Christian.,C,I am a homebrewer.,C,I am a volunteer.,C,I am a runner.,C,I am an artist.,C
I am a daughter,R,I am a mother,R,I am a sister,R,I am a brother,R,I am a friend,R,I am a teacher,C,I am a student,C,I am an employee,C,I am a coach,C,I am a mentor,C
I am a city dweller.,C,I am a student.,C,I am an employee.,C,I am a parent.,R,I am a pet owner.,C,I am a member of a religion.,C,I am a recreational athlete.,C,I am a cultural enthusiast.,C,I am an artist.,C,I am a traveler.,C
I am an average person,C,I am a parent,R,I am an employee,C,I am a student,C,I am a volunteer,C,I am a citizen,C,I am an entrepreneur,C,I am a friend,R,I am a family member,R,I am a neighbor,R
I am a social worker.,C,I am a musician.,C,I am a student.,C,I am a doctor.,C,I am a teacher.,C,I am a parent.,R,I am an artist.,C,I am a scientist.,C,I am a business owner.,C,I am an entrepreneur.,C
I am a teacher.,C,I am an artist.,C,I am a student.,C,I am a manager.,C,I am a musician.,C,I am a physician.,C,I am an accountant.,C,I am a lawyer.,C,I am a parent.,R,I am a programmer.,C
